#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
data/samples/GT4-4.fasta	GT4_4_contig_1	468396	471410	EF0818	1-3015/3015	===============	0/0	100.00	99.70	vfdb	NP_814561	vfdb~~~EF0818~~~NP_814561 (EF0818) polysaccharide lyase family 8 [Hyaluronidase (VF0359)] [Enterococcus faecalis V583]
data/samples/GT4-4.fasta	GT4_4_contig_12	78368	80392	ace	1-2025/2025	===============	0/0	100.00	100.00	vfdb	NP_814829	vfdb~~~ace~~~NP_814829 (ace) collagen adhesin protein [Ace (VF0355)] [Enterococcus faecalis V583]
data/samples/GT4-4.fasta	GT4_4_contig_12	83474	84328	srtC	1-855/855	===============	0/0	100.00	99.88	vfdb	NP_814824	vfdb~~~srtC~~~NP_814824 (srtC) sortase [Ebp pili (VF0538)] [Enterococcus faecalis V583]
data/samples/GT4-4.fasta	GT4_4_contig_12	84422	86305	ebpC	1-1878/1878	========/======	1/6	100.00	99.68	vfdb	NP_814823	vfdb~~~ebpC~~~NP_814823 (ebpC) endocarditis and biofilm-associated pilus major subunit EbpC [Ebp pili (VF0538)] [Enterococcus faecalis V583]
data/samples/GT4-4.fasta	GT4_4_contig_12	86302	87732	ebpB	1-1431/1431	===============	0/0	100.00	99.86	vfdb	NP_814822	vfdb~~~ebpB~~~NP_814822 (ebpB) endocarditis and biofilm-associated pilus minor subunit EbpB [Ebp pili (VF0538)] [Enterococcus faecalis V583]
data/samples/GT4-4.fasta	GT4_4_contig_12	87736	91047	ebpA	1-3312/3312	===============	0/0	100.00	99.34	vfdb	NP_814821	vfdb~~~ebpA~~~NP_814821 (ebpA) endocarditis and biofilm-associated pilus tip protein EbpA [Ebp pili (VF0538)] [Enterococcus faecalis V583]
data/samples/GT4-4.fasta	GT4_4_contig_2	141495	147458	fss1	1-5964/5964	===============	0/0	100.00	99.98	vfdb	NP_813892	vfdb~~~fss1~~~NP_813892 (fss1) Enterococcus faecalis surface protein Fss1 fibrinogen binding protein [Fibrinogen binding protein (AI271)] [Enterococcus faecalis V583]
data/samples/GT4-4.fasta	GT4_4_contig_3	7653	11543	asa1	1-3891/3891	===============	0/0	100.00	97.64	vfdb	NP_816972	vfdb~~~asa1~~~NP_816972 (asa1) aggregation substance Asa1 [AS (VF0352)] [Enterococcus faecalis V583]
data/samples/GT4-4.fasta	GT4_4_contig_3	43786	43986	cylR2	1-201/201	===============	0/0	100.00	98.51	vfdb	AAM75247	vfdb~~~cylR2~~~AAM75247 (cylR2) cytolysin regulator R2 [Cytolysin (VF0356)] [Enterococcus faecalis str. MMH594]
data/samples/GT4-4.fasta	GT4_4_contig_3	43987	44271	cylR1	1-285/285	===============	0/0	100.00	99.30	vfdb	AAM75248	vfdb~~~cylR1~~~AAM75248 (cylR1) cytolysin regulator R1 [Cytolysin (VF0356)] [Enterococcus faecalis str. MMH594]
data/samples/GT4-4.fasta	GT4_4_contig_3	44390	44596	cylL	1-207/207	===============	0/0	100.00	99.52	vfdb	AAM75249	vfdb~~~cylL~~~AAM75249 (cylL) CylL; cytolysin subunit [Cytolysin (VF0356)] [Enterococcus faecalis str. MMH594]
data/samples/GT4-4.fasta	GT4_4_contig_3	44630	44821	cylS	1-192/192	===============	0/0	100.00	98.96	vfdb	AAM75250	vfdb~~~cylS~~~AAM75250 (cylS) CylS; cytolysin subunit [Cytolysin (VF0356)] [Enterococcus faecalis str. MMH594]
data/samples/GT4-4.fasta	GT4_4_contig_3	44882	47863	cylM	1-2982/2982	===============	0/0	100.00	99.43	vfdb	AAM75251	vfdb~~~cylM~~~AAM75251 (cylM) CylM; cytolysin subunit modifier [Cytolysin (VF0356)] [Enterococcus faecalis str. MMH594]
data/samples/GT4-4.fasta	GT4_4_contig_3	47875	50019	cylB	1-2145/2145	===============	0/0	100.00	99.25	vfdb	AAM75252	vfdb~~~cylB~~~AAM75252 (cylB) ABC-type transporter [Cytolysin (VF0356)] [Enterococcus faecalis str. MMH594]
data/samples/GT4-4.fasta	GT4_4_contig_3	50016	51254	cylA	1-1239/1239	===============	0/0	100.00	98.95	vfdb	AAM75253	vfdb~~~cylA~~~AAM75253 (cylA) cytolysin activator [Cytolysin (VF0356)] [Enterococcus faecalis str. MMH594]
data/samples/GT4-4.fasta	GT4_4_contig_3	51255	52238	cylI	1-984/984	===============	0/0	100.00	97.05	vfdb	AAM75254	vfdb~~~cylI~~~AAM75254 (cylI) cytolysin immunity protein [Cytolysin (VF0356)] [Enterococcus faecalis str. MMH594]
data/samples/GT4-4.fasta	GT4_4_contig_4	270312	273688	fss2	1-3377/4956	===========....	0/0	68.14	98.37	vfdb	NP_816151	vfdb~~~fss2~~~NP_816151 (fss2) Enterococcus faecalis surface protein Fss2 fibrinogen binding protein [Fibrinogen binding protein (AI272)] [Enterococcus faecalis V583]
