#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
data/samples/GT6-1.fasta	GT6_1_contig_1	1618	4632	EF0818	1-3015/3015	===============	0/0	100.00	99.54	vfdb	NP_814561	vfdb~~~EF0818~~~NP_814561 (EF0818) polysaccharide lyase family 8 [Hyaluronidase (VF0359)] [Enterococcus faecalis V583]
data/samples/GT6-1.fasta	GT6_1_contig_15	142393	148356	fss1	1-5964/5964	===============	0/0	100.00	98.41	vfdb	NP_813892	vfdb~~~fss1~~~NP_813892 (fss1) Enterococcus faecalis surface protein Fss1 fibrinogen binding protein [Fibrinogen binding protein (AI271)] [Enterococcus faecalis V583]
data/samples/GT6-1.fasta	GT6_1_contig_19	75248	76546	ace	1-1299/2025	==========.....	0/0	64.15	97.61	vfdb	NP_814829	vfdb~~~ace~~~NP_814829 (ace) collagen adhesin protein [Ace (VF0355)] [Enterococcus faecalis V583]
data/samples/GT6-1.fasta	GT6_1_contig_19	79628	80482	srtC	1-855/855	===============	0/0	100.00	99.42	vfdb	NP_814824	vfdb~~~srtC~~~NP_814824 (srtC) sortase [Ebp pili (VF0538)] [Enterococcus faecalis V583]
data/samples/GT6-1.fasta	GT6_1_contig_19	80576	82459	ebpC	1-1878/1878	========/======	1/6	100.00	99.05	vfdb	NP_814823	vfdb~~~ebpC~~~NP_814823 (ebpC) endocarditis and biofilm-associated pilus major subunit EbpC [Ebp pili (VF0538)] [Enterococcus faecalis V583]
data/samples/GT6-1.fasta	GT6_1_contig_19	82456	83886	ebpB	1-1431/1431	===============	0/0	100.00	99.16	vfdb	NP_814822	vfdb~~~ebpB~~~NP_814822 (ebpB) endocarditis and biofilm-associated pilus minor subunit EbpB [Ebp pili (VF0538)] [Enterococcus faecalis V583]
data/samples/GT6-1.fasta	GT6_1_contig_19	83890	87201	ebpA	1-3312/3312	===============	0/0	100.00	99.94	vfdb	NP_814821	vfdb~~~ebpA~~~NP_814821 (ebpA) endocarditis and biofilm-associated pilus tip protein EbpA [Ebp pili (VF0538)] [Enterococcus faecalis V583]
data/samples/GT6-1.fasta	GT6_1_contig_3	1	3134	EF3023	1-3134/4119	============...	0/0	76.09	99.87	vfdb	NP_816637	vfdb~~~EF3023~~~NP_816637 (EF3023) polysaccharide lyase family 8 [Hyaluronidase (VF0359)] [Enterococcus faecalis V583]
data/samples/GT6-1.fasta	GT6_1_contig_5	77832	78758	efaA	1-927/927	===============	0/0	100.00	99.68	vfdb	NP_815739	vfdb~~~efaA~~~NP_815739 (efaA) endocarditis specific antigen [EfaA (VF0354)] [Enterococcus faecalis V583]
data/samples/GT6-1.fasta	GT6_1_contig_6	167734	168588	sprE	1-855/855	===============	0/0	100.00	98.71	vfdb	NP_815515	vfdb~~~sprE~~~NP_815515 (sprE) serine proteinase V8 family [SprE (VF0358)] [Enterococcus faecalis V583]
data/samples/GT6-1.fasta	GT6_1_contig_6	168637	170169	gelE	1-1533/1533	===============	0/0	100.00	98.83	vfdb	NP_815516	vfdb~~~gelE~~~NP_815516 (gelE) coccolysin [Gelatinase (VF0357)] [Enterococcus faecalis V583]
data/samples/GT6-1.fasta	GT6_1_contig_6	170404	171747	fsrC	1-1344/1344	===============	0/0	100.00	99.33	vfdb	NP_815517	vfdb~~~fsrC~~~NP_815517 (fsrC) histidine kinase putative [Fsr (VF0360)] [Enterococcus faecalis V583]
data/samples/GT6-1.fasta	GT6_1_contig_6	171744	172472	fsrB	1-729/729	===============	0/0	100.00	98.90	vfdb	NP_815518	vfdb~~~fsrB~~~NP_815518 (fsrB) agrBfs protein [Fsr (VF0360)] [Enterococcus faecalis V583]
data/samples/GT6-1.fasta	GT6_1_contig_6	172561	173292	fsrA	1-732/732	===============	0/0	100.00	99.73	vfdb	NP_815519	vfdb~~~fsrA~~~NP_815519 (fsrA) response regulator [Fsr (VF0360)] [Enterococcus faecalis V583]
data/samples/GT6-1.fasta	GT6_1_contig_8	47602	48402	cpsB	1-801/801	===============	0/0	100.00	99.00	vfdb	NP_816140	vfdb~~~cpsB~~~NP_816140 (cpsB) phosphatidate cytidylyltransferase [Capsule (VF0361)] [Enterococcus faecalis V583]
data/samples/GT6-1.fasta	GT6_1_contig_8	48399	49214	cpsA	1-816/816	===============	0/0	100.00	99.63	vfdb	NP_816141	vfdb~~~cpsA~~~NP_816141 (cpsA) undecaprenyl diphosphate synthase [Capsule (VF0361)] [Enterococcus faecalis V583]
data/samples/GT6-1.fasta	GT6_1_contig_8	57431	61305	fss2	1-3872/4956	========/===...	4/7	78.09	94.27	vfdb	NP_816151	vfdb~~~fss2~~~NP_816151 (fss2) Enterococcus faecalis surface protein Fss2 fibrinogen binding protein [Fibrinogen binding protein (AI272)] [Enterococcus faecalis V583]
data/samples/GT6-1.fasta	GT6_1_contig_9	102299	103309	bopD	1-1011/1011	===============	0/0	100.00	98.81	vfdb	NP_814691	vfdb~~~bopD~~~NP_814691 (bopD) sugar-binding transcriptional regulator LacI family [BopD (VF0362)] [Enterococcus faecalis V583]
