#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
data/samples/HT1-12.fasta	HT1_12_contig_10	102022	102822	cpsB	1-801/801	===============	0/0	100.00	99.38	vfdb	NP_816140	vfdb~~~cpsB~~~NP_816140 (cpsB) phosphatidate cytidylyltransferase [Capsule (VF0361)] [Enterococcus faecalis V583]
data/samples/HT1-12.fasta	HT1_12_contig_10	102819	103634	cpsA	1-816/816	===============	0/0	100.00	99.14	vfdb	NP_816141	vfdb~~~cpsA~~~NP_816141 (cpsA) undecaprenyl diphosphate synthase [Capsule (VF0361)] [Enterococcus faecalis V583]
data/samples/HT1-12.fasta	HT1_12_contig_10	111849	115720	fss2	1-3872/4956	========/===...	5/18	77.95	93.87	vfdb	NP_816151	vfdb~~~fss2~~~NP_816151 (fss2) Enterococcus faecalis surface protein Fss2 fibrinogen binding protein [Fibrinogen binding protein (AI272)] [Enterococcus faecalis V583]
data/samples/HT1-12.fasta	HT1_12_contig_11	32751	36062	ebpA	1-3312/3312	===============	0/0	100.00	99.16	vfdb	NP_814821	vfdb~~~ebpA~~~NP_814821 (ebpA) endocarditis and biofilm-associated pilus tip protein EbpA [Ebp pili (VF0538)] [Enterococcus faecalis V583]
data/samples/HT1-12.fasta	HT1_12_contig_11	36066	37496	ebpB	1-1431/1431	===============	0/0	100.00	99.09	vfdb	NP_814822	vfdb~~~ebpB~~~NP_814822 (ebpB) endocarditis and biofilm-associated pilus minor subunit EbpB [Ebp pili (VF0538)] [Enterococcus faecalis V583]
data/samples/HT1-12.fasta	HT1_12_contig_11	37493	39376	ebpC	1-1878/1878	========/======	1/6	100.00	99.26	vfdb	NP_814823	vfdb~~~ebpC~~~NP_814823 (ebpC) endocarditis and biofilm-associated pilus major subunit EbpC [Ebp pili (VF0538)] [Enterococcus faecalis V583]
data/samples/HT1-12.fasta	HT1_12_contig_11	39470	40324	srtC	1-855/855	===============	0/0	100.00	99.06	vfdb	NP_814824	vfdb~~~srtC~~~NP_814824 (srtC) sortase [Ebp pili (VF0538)] [Enterococcus faecalis V583]
data/samples/HT1-12.fasta	HT1_12_contig_11	45310	46526	ace	1-1217/2025	==========.....	0/0	60.10	99.26	vfdb	NP_814829	vfdb~~~ace~~~NP_814829 (ace) collagen adhesin protein [Ace (VF0355)] [Enterococcus faecalis V583]
data/samples/HT1-12.fasta	HT1_12_contig_11	46631	47032	ace	1624-2025/2025	............===	0/0	19.85	96.52	vfdb	NP_814829	vfdb~~~ace~~~NP_814829 (ace) collagen adhesin protein [Ace (VF0355)] [Enterococcus faecalis V583]
data/samples/HT1-12.fasta	HT1_12_contig_2	70241	71167	efaA	1-927/927	===============	0/0	100.00	99.46	vfdb	NP_815739	vfdb~~~efaA~~~NP_815739 (efaA) endocarditis specific antigen [EfaA (VF0354)] [Enterococcus faecalis V583]
data/samples/HT1-12.fasta	HT1_12_contig_2	224718	225449	fsrA	1-732/732	===============	0/0	100.00	99.18	vfdb	NP_815519	vfdb~~~fsrA~~~NP_815519 (fsrA) response regulator [Fsr (VF0360)] [Enterococcus faecalis V583]
data/samples/HT1-12.fasta	HT1_12_contig_2	225538	226266	fsrB	1-729/729	===============	0/0	100.00	99.04	vfdb	NP_815518	vfdb~~~fsrB~~~NP_815518 (fsrB) agrBfs protein [Fsr (VF0360)] [Enterococcus faecalis V583]
data/samples/HT1-12.fasta	HT1_12_contig_2	226263	227606	fsrC	1-1344/1344	===============	0/0	100.00	99.26	vfdb	NP_815517	vfdb~~~fsrC~~~NP_815517 (fsrC) histidine kinase putative [Fsr (VF0360)] [Enterococcus faecalis V583]
data/samples/HT1-12.fasta	HT1_12_contig_2	227841	229373	gelE	1-1533/1533	===============	0/0	100.00	98.89	vfdb	NP_815516	vfdb~~~gelE~~~NP_815516 (gelE) coccolysin [Gelatinase (VF0357)] [Enterococcus faecalis V583]
data/samples/HT1-12.fasta	HT1_12_contig_2	229422	230276	sprE	1-855/855	===============	0/0	100.00	98.71	vfdb	NP_815515	vfdb~~~sprE~~~NP_815515 (sprE) serine proteinase V8 family [SprE (VF0358)] [Enterococcus faecalis V583]
data/samples/HT1-12.fasta	HT1_12_contig_3	131908	137871	fss1	1-5964/5964	===============	0/0	100.00	98.47	vfdb	NP_813892	vfdb~~~fss1~~~NP_813892 (fss1) Enterococcus faecalis surface protein Fss1 fibrinogen binding protein [Fibrinogen binding protein (AI271)] [Enterococcus faecalis V583]
data/samples/HT1-12.fasta	HT1_12_contig_4	29859	33508	EF3023	1-3650/4119	==============.	0/0	88.61	98.71	vfdb	NP_816637	vfdb~~~EF3023~~~NP_816637 (EF3023) polysaccharide lyase family 8 [Hyaluronidase (VF0359)] [Enterococcus faecalis V583]
data/samples/HT1-12.fasta	HT1_12_contig_8	38904	41918	EF0818	1-3015/3015	===============	0/0	100.00	99.07	vfdb	NP_814561	vfdb~~~EF0818~~~NP_814561 (EF0818) polysaccharide lyase family 8 [Hyaluronidase (VF0359)] [Enterococcus faecalis V583]
data/samples/HT1-12.fasta	HT1_12_contig_9	30833	31843	bopD	1-1011/1011	===============	0/0	100.00	99.31	vfdb	NP_814691	vfdb~~~bopD~~~NP_814691 (bopD) sugar-binding transcriptional regulator LacI family [BopD (VF0362)] [Enterococcus faecalis V583]
