#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
data/samples/GT5-1.fasta	GT5_1_contig_1	125303	126034	fsrA	1-732/732	===============	0/0	100.00	99.04	vfdb	NP_815519	vfdb~~~fsrA~~~NP_815519 (fsrA) response regulator [Fsr (VF0360)] [Enterococcus faecalis V583]
data/samples/GT5-1.fasta	GT5_1_contig_1	126123	126851	fsrB	1-729/729	===============	0/0	100.00	99.59	vfdb	NP_815518	vfdb~~~fsrB~~~NP_815518 (fsrB) agrBfs protein [Fsr (VF0360)] [Enterococcus faecalis V583]
data/samples/GT5-1.fasta	GT5_1_contig_1	126848	128191	fsrC	1-1344/1344	===============	0/0	100.00	99.41	vfdb	NP_815517	vfdb~~~fsrC~~~NP_815517 (fsrC) histidine kinase putative [Fsr (VF0360)] [Enterococcus faecalis V583]
data/samples/GT5-1.fasta	GT5_1_contig_1	128426	129958	gelE	1-1533/1533	===============	0/0	100.00	98.76	vfdb	NP_815516	vfdb~~~gelE~~~NP_815516 (gelE) coccolysin [Gelatinase (VF0357)] [Enterococcus faecalis V583]
data/samples/GT5-1.fasta	GT5_1_contig_1	130007	130861	sprE	1-855/855	===============	0/0	100.00	99.53	vfdb	NP_815515	vfdb~~~sprE~~~NP_815515 (sprE) serine proteinase V8 family [SprE (VF0358)] [Enterococcus faecalis V583]
data/samples/GT5-1.fasta	GT5_1_contig_10	127849	133812	fss1	1-5964/5964	===============	0/0	100.00	98.74	vfdb	NP_813892	vfdb~~~fss1~~~NP_813892 (fss1) Enterococcus faecalis surface protein Fss1 fibrinogen binding protein [Fibrinogen binding protein (AI271)] [Enterococcus faecalis V583]
data/samples/GT5-1.fasta	GT5_1_contig_13	101658	102668	bopD	1-1011/1011	===============	0/0	100.00	99.21	vfdb	NP_814691	vfdb~~~bopD~~~NP_814691 (bopD) sugar-binding transcriptional regulator LacI family [BopD (VF0362)] [Enterococcus faecalis V583]
data/samples/GT5-1.fasta	GT5_1_contig_2	74475	77489	EF0818	1-3015/3015	===============	0/0	100.00	99.24	vfdb	NP_814561	vfdb~~~EF0818~~~NP_814561 (EF0818) polysaccharide lyase family 8 [Hyaluronidase (VF0359)] [Enterococcus faecalis V583]
data/samples/GT5-1.fasta	GT5_1_contig_20	37696	41613	prgB/asc10	1-3918/3918	========/======	2/2	99.97	96.68	vfdb	NP_817031	vfdb~~~prgB/asc10~~~NP_817031 (prgB/asc10) aggregation substance PrgB/Asc10 [AS (VF0352)] [Enterococcus faecalis V583]
data/samples/GT5-1.fasta	GT5_1_contig_3	25305	26231	efaA	1-927/927	===============	0/0	100.00	99.68	vfdb	NP_815739	vfdb~~~efaA~~~NP_815739 (efaA) endocarditis specific antigen [EfaA (VF0354)] [Enterococcus faecalis V583]
data/samples/GT5-1.fasta	GT5_1_contig_3	268696	269496	cpsB	1-801/801	===============	0/0	100.00	99.50	vfdb	NP_816140	vfdb~~~cpsB~~~NP_816140 (cpsB) phosphatidate cytidylyltransferase [Capsule (VF0361)] [Enterococcus faecalis V583]
data/samples/GT5-1.fasta	GT5_1_contig_3	269493	270308	cpsA	1-816/816	===============	0/0	100.00	99.27	vfdb	NP_816141	vfdb~~~cpsA~~~NP_816141 (cpsA) undecaprenyl diphosphate synthase [Capsule (VF0361)] [Enterococcus faecalis V583]
data/samples/GT5-1.fasta	GT5_1_contig_3	278525	282396	fss2	1-3872/4956	============...	0/0	78.13	97.44	vfdb	NP_816151	vfdb~~~fss2~~~NP_816151 (fss2) Enterococcus faecalis surface protein Fss2 fibrinogen binding protein [Fibrinogen binding protein (AI272)] [Enterococcus faecalis V583]
data/samples/GT5-1.fasta	GT5_1_contig_6	248402	252051	EF3023	1-3650/4119	==============.	0/0	88.61	98.82	vfdb	NP_816637	vfdb~~~EF3023~~~NP_816637 (EF3023) polysaccharide lyase family 8 [Hyaluronidase (VF0359)] [Enterococcus faecalis V583]
data/samples/GT5-1.fasta	GT5_1_contig_8	14125	17436	ebpA	1-3312/3312	===============	0/0	100.00	99.12	vfdb	NP_814821	vfdb~~~ebpA~~~NP_814821 (ebpA) endocarditis and biofilm-associated pilus tip protein EbpA [Ebp pili (VF0538)] [Enterococcus faecalis V583]
data/samples/GT5-1.fasta	GT5_1_contig_8	17440	18870	ebpB	1-1431/1431	===============	0/0	100.00	99.16	vfdb	NP_814822	vfdb~~~ebpB~~~NP_814822 (ebpB) endocarditis and biofilm-associated pilus minor subunit EbpB [Ebp pili (VF0538)] [Enterococcus faecalis V583]
data/samples/GT5-1.fasta	GT5_1_contig_8	18867	20750	ebpC	1-1878/1878	========/======	1/6	100.00	98.94	vfdb	NP_814823	vfdb~~~ebpC~~~NP_814823 (ebpC) endocarditis and biofilm-associated pilus major subunit EbpC [Ebp pili (VF0538)] [Enterococcus faecalis V583]
data/samples/GT5-1.fasta	GT5_1_contig_8	20844	21698	srtC	1-855/855	===============	0/0	100.00	99.42	vfdb	NP_814824	vfdb~~~srtC~~~NP_814824 (srtC) sortase [Ebp pili (VF0538)] [Enterococcus faecalis V583]
data/samples/GT5-1.fasta	GT5_1_contig_8	57624	59063	ace	1-1440/2025	===========....	0/0	71.11	97.22	vfdb	NP_814829	vfdb~~~ace~~~NP_814829 (ace) collagen adhesin protein [Ace (VF0355)] [Enterococcus faecalis V583]
