locus_tag	ftype	length_bp	gene	EC_number	COG	product
ELPEAMJN_00001	CDS	1476				hypothetical protein
ELPEAMJN_00001	gene	1476				
ELPEAMJN_00002	CDS	2238	uvrA_1	3.1.25.-		excinuclease ABC subunit A
ELPEAMJN_00002	gene	2238	uvrA_1			
ELPEAMJN_00003	CDS	582				hypothetical protein
ELPEAMJN_00003	gene	582				
ELPEAMJN_00004	CDS	477				hypothetical protein
ELPEAMJN_00004	gene	477				
ELPEAMJN_00005	CDS	819				hypothetical protein
ELPEAMJN_00005	gene	819				
ELPEAMJN_00006	CDS	930				hypothetical protein
ELPEAMJN_00006	gene	930				
ELPEAMJN_00007	CDS	1281		2.7.1.69		PTS system, lactose/cellobiose-specific IIC component
ELPEAMJN_00007	gene	1281				
ELPEAMJN_00008	CDS	156				hypothetical protein
ELPEAMJN_00008	gene	156				
ELPEAMJN_00009	CDS	744				hypothetical protein
ELPEAMJN_00009	gene	744				
ELPEAMJN_00010	CDS	336		3.6.1.-		MazG nucleotide pyrophosphohydrolase
ELPEAMJN_00010	gene	336				
ELPEAMJN_00011	CDS	1695				hypothetical protein
ELPEAMJN_00011	gene	1695				
ELPEAMJN_00012	CDS	1002				hypothetical protein
ELPEAMJN_00012	gene	1002				
ELPEAMJN_00013	CDS	1026				hypothetical protein
ELPEAMJN_00013	gene	1026				
ELPEAMJN_00014	CDS	333				hypothetical protein
ELPEAMJN_00014	gene	333				
ELPEAMJN_00015	CDS	231				hypothetical protein
ELPEAMJN_00015	gene	231				
ELPEAMJN_00016	CDS	216				hypothetical protein
ELPEAMJN_00016	gene	216				
ELPEAMJN_00017	CDS	2811				hypothetical protein
ELPEAMJN_00017	gene	2811				
ELPEAMJN_00018	CDS	267				hypothetical protein
ELPEAMJN_00018	gene	267				
ELPEAMJN_00019	CDS	582				hypothetical protein
ELPEAMJN_00019	gene	582				
ELPEAMJN_00020	CDS	1131				hypothetical protein
ELPEAMJN_00020	gene	1131				
ELPEAMJN_00021	CDS	372				hypothetical protein
ELPEAMJN_00021	gene	372				
ELPEAMJN_00022	CDS	315				hypothetical protein
ELPEAMJN_00022	gene	315				
ELPEAMJN_00023	CDS	978				hypothetical protein
ELPEAMJN_00023	gene	978				
ELPEAMJN_00024	CDS	678				hypothetical protein
ELPEAMJN_00024	gene	678				
ELPEAMJN_00025	CDS	3768				hypothetical protein
ELPEAMJN_00025	gene	3768				
ELPEAMJN_00026	CDS	177				hypothetical protein
ELPEAMJN_00026	gene	177				
ELPEAMJN_00027	CDS	396	yqbN			putative protein YqbN
ELPEAMJN_00027	gene	396	yqbN			
ELPEAMJN_00028	CDS	468	xkdM			Phage-like element PBSX protein XkdM
ELPEAMJN_00028	gene	468	xkdM			
ELPEAMJN_00029	CDS	1305				hypothetical protein
ELPEAMJN_00029	gene	1305				
ELPEAMJN_00030	CDS	213				hypothetical protein
ELPEAMJN_00030	gene	213				
ELPEAMJN_00031	CDS	426				hypothetical protein
ELPEAMJN_00031	gene	426				
ELPEAMJN_00032	CDS	504				ArpU family transcriptional regulator
ELPEAMJN_00032	gene	504				
ELPEAMJN_00033	CDS	186				hypothetical protein
ELPEAMJN_00033	gene	186				
ELPEAMJN_00034	CDS	348				helix-turn-helix domain-containing protein
ELPEAMJN_00034	gene	348				
ELPEAMJN_00035	CDS	423				putative Zn peptidase
ELPEAMJN_00035	gene	423				
ELPEAMJN_00036	CDS	402		2.1.1.64		3-demethylubiquinone-9 3-methyltransferase
ELPEAMJN_00036	gene	402				
ELPEAMJN_00037	CDS	186				hypothetical protein
ELPEAMJN_00037	gene	186				
ELPEAMJN_00038	CDS	240				hypothetical protein
ELPEAMJN_00038	gene	240				
ELPEAMJN_00039	CDS	1227				hypothetical protein
ELPEAMJN_00039	gene	1227				
ELPEAMJN_00040	CDS	3327				hypothetical protein
ELPEAMJN_00040	gene	3327				
ELPEAMJN_00041	CDS	597				hypothetical protein
ELPEAMJN_00041	gene	597				
ELPEAMJN_00042	CDS	1407				hypothetical protein
ELPEAMJN_00042	gene	1407				
ELPEAMJN_00043	CDS	339				hypothetical protein
ELPEAMJN_00043	gene	339				
ELPEAMJN_00044	CDS	351				hypothetical protein
ELPEAMJN_00044	gene	351				
ELPEAMJN_00045	CDS	2214				hypothetical protein
ELPEAMJN_00045	gene	2214				
ELPEAMJN_00046	CDS	1263				hypothetical protein
ELPEAMJN_00046	gene	1263				
ELPEAMJN_00047	CDS	948				hypothetical protein
ELPEAMJN_00047	gene	948				
ELPEAMJN_00048	CDS	501				hypothetical protein
ELPEAMJN_00048	gene	501				
ELPEAMJN_00049	CDS	363				hypothetical protein
ELPEAMJN_00049	gene	363				
ELPEAMJN_00050	CDS	234				helix-turn-helix domain-containing protein
ELPEAMJN_00050	gene	234				
ELPEAMJN_00051	CDS	324				helix-turn-helix domain-containing protein
ELPEAMJN_00051	gene	324				
ELPEAMJN_00052	CDS	1473				hypothetical protein
ELPEAMJN_00052	gene	1473				
ELPEAMJN_00053	CDS	264				Helix-turn-helix domain protein
ELPEAMJN_00053	gene	264				
ELPEAMJN_00054	CDS	600				hypothetical protein
ELPEAMJN_00054	gene	600				
ELPEAMJN_00055	CDS	1143	xerC_1			site-specific tyrosine recombinase XerC-family protein
ELPEAMJN_00055	gene	1143	xerC_1			
ELPEAMJN_00056	CDS	1392	sufB			FeS assembly protein SufB
ELPEAMJN_00056	gene	1392	sufB			
ELPEAMJN_00057	CDS	495				NifU family SUF system FeS assembly protein
ELPEAMJN_00057	gene	495				
ELPEAMJN_00058	CDS	1245	csd	2.8.1.7		cysteine desulfurase
ELPEAMJN_00058	gene	1245	csd			
ELPEAMJN_00059	CDS	1305	sufD			FeS assembly protein SufD
ELPEAMJN_00059	gene	1305	sufD			
ELPEAMJN_00060	CDS	774				ABC transporter ATP-binding protein
ELPEAMJN_00060	gene	774				
ELPEAMJN_00061	CDS	351				hypothetical protein
ELPEAMJN_00061	gene	351				
ELPEAMJN_00062	CDS	195				hypothetical protein
ELPEAMJN_00062	gene	195				
ELPEAMJN_00063	CDS	543				hypothetical protein
ELPEAMJN_00063	gene	543				
ELPEAMJN_00064	CDS	486				hypothetical protein
ELPEAMJN_00064	gene	486				
ELPEAMJN_00065	CDS	768	rhaR_1			HTH-type transcriptional activator RhaR
ELPEAMJN_00065	gene	768	rhaR_1			
ELPEAMJN_00066	CDS	1533		3.2.1.55		alpha-N-arabinofuranosidase
ELPEAMJN_00066	gene	1533				
ELPEAMJN_00067	CDS	2592		1.1.1.1		aldehyde-alcohol dehydrogenase
ELPEAMJN_00067	gene	2592				
ELPEAMJN_00068	CDS	492				hypothetical protein
ELPEAMJN_00068	gene	492				
ELPEAMJN_00069	CDS	519	grdH	1.21.4.4		Betaine reductase complex component B subunit beta
ELPEAMJN_00069	gene	519	grdH			
ELPEAMJN_00070	CDS	1356		2.7.1.69		PTS system lactose/cellobiose-specific transporter subunit IIC
ELPEAMJN_00070	gene	1356				
ELPEAMJN_00071	CDS	333		2.7.1.69		PTS system lactose/cellobiose-specific transporter subunit IIB
ELPEAMJN_00071	gene	333				
ELPEAMJN_00072	CDS	948		3.5.1.26		N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase
ELPEAMJN_00072	gene	948				
ELPEAMJN_00073	CDS	1302	pepV_1	3.4.13.-		dipeptidase PepV
ELPEAMJN_00073	gene	1302	pepV_1			
ELPEAMJN_00074	CDS	729				GntR family transcriptional regulator
ELPEAMJN_00074	gene	729				
ELPEAMJN_00075	CDS	843				integral membrane protein
ELPEAMJN_00075	gene	843				
ELPEAMJN_00076	CDS	432				Acid shock protein
ELPEAMJN_00076	gene	432				
ELPEAMJN_00077	CDS	342				hypothetical protein
ELPEAMJN_00077	gene	342				
ELPEAMJN_00078	CDS	1146	tgt	2.4.2.29		queuine tRNA-ribosyltransferase
ELPEAMJN_00078	gene	1146	tgt			
ELPEAMJN_00079	CDS	711				integral membrane protein
ELPEAMJN_00079	gene	711				
ELPEAMJN_00080	CDS	1032	queA	5.-.-.-		S-adenosylmethionine--tRNA ribosyltransferase-isomerase
ELPEAMJN_00080	gene	1032	queA			
ELPEAMJN_00081	CDS	1176	opuBA	3.6.3.-		glycine betaine/carnitine/choline transporter ATP-binding protein
ELPEAMJN_00081	gene	1176	opuBA			
ELPEAMJN_00082	CDS	636				glycine betaine/carnitine/choline ABC transporter permease
ELPEAMJN_00082	gene	636				
ELPEAMJN_00083	CDS	921				glycine betaine/carnitine/choline ABC transporter
ELPEAMJN_00083	gene	921				
ELPEAMJN_00084	CDS	663	opuCD			ABC transporter permease
ELPEAMJN_00084	gene	663	opuCD			
ELPEAMJN_00085	CDS	2832				hypothetical protein
ELPEAMJN_00085	gene	2832				
ELPEAMJN_00086	CDS	177				plasmid stabilization system protein
ELPEAMJN_00086	gene	177				
ELPEAMJN_00087	CDS	357				hypothetical protein
ELPEAMJN_00087	gene	357				
ELPEAMJN_00088	CDS	1941	hypBA1	3.2.1.185		Non-reducing end beta-L-arabinofuranosidase
ELPEAMJN_00088	gene	1941	hypBA1			
ELPEAMJN_00089	CDS	900	rhaS_1			HTH-type transcriptional activator RhaS
ELPEAMJN_00089	gene	900	rhaS_1			
ELPEAMJN_00090	CDS	1263	agaA	3.2.1.22		Alpha-galactosidase A
ELPEAMJN_00090	gene	1263	agaA			
ELPEAMJN_00091	CDS	1191		3.2.1.99	COG3507	Extracellular endo-alpha-(1->5)-L-arabinanase
ELPEAMJN_00091	gene	1191				
ELPEAMJN_00092	CDS	246				hypothetical protein
ELPEAMJN_00092	gene	246				
ELPEAMJN_00093	CDS	1446		3.2.1.55		alpha-N-arabinofuranosidase
ELPEAMJN_00093	gene	1446				
ELPEAMJN_00094	CDS	984		3.2.1.-		Glycosyl hydrolases family 43
ELPEAMJN_00094	gene	984				
ELPEAMJN_00095	CDS	1428	abn2	3.2.1.99	COG3507	Extracellular endo-alpha-(1->5)-L-arabinanase 2
ELPEAMJN_00095	gene	1428	abn2			
ELPEAMJN_00096	CDS	609				hypothetical protein
ELPEAMJN_00096	gene	609				
ELPEAMJN_00097	CDS	834				ABC transporter, permease protein
ELPEAMJN_00097	gene	834				
ELPEAMJN_00098	CDS	915				ABC transporter ATP-binding protein
ELPEAMJN_00098	gene	915				
ELPEAMJN_00099	CDS	1341	mdxE		COG2182	Maltodextrin-binding protein MdxE
ELPEAMJN_00099	gene	1341	mdxE			
ELPEAMJN_00100	CDS	891				ArsR family transcriptional regulator
ELPEAMJN_00100	gene	891				
ELPEAMJN_00101	CDS	1845				amino acid permease
ELPEAMJN_00101	gene	1845				
ELPEAMJN_00102	CDS	2709	pip			phage infection protein
ELPEAMJN_00102	gene	2709	pip			
ELPEAMJN_00103	CDS	675		3.-.-.-		HAD superfamily hydrolase
ELPEAMJN_00103	gene	675				
ELPEAMJN_00104	CDS	801		1.5.1.2		delta 1-pyrroline-5-carboxylate reductase
ELPEAMJN_00104	gene	801				
ELPEAMJN_00105	CDS	702				GntR family transcriptional regulator
ELPEAMJN_00105	gene	702				
ELPEAMJN_00106	CDS	2439				cell division protein FtsK
ELPEAMJN_00106	gene	2439				
ELPEAMJN_00107	CDS	438				hypothetical protein
ELPEAMJN_00107	gene	438				
ELPEAMJN_00108	CDS	318				hypothetical protein
ELPEAMJN_00108	gene	318				
ELPEAMJN_00109	CDS	804				family 3 extracellular solute-binding protein
ELPEAMJN_00109	gene	804				
ELPEAMJN_00110	CDS	633				putative glutamine ABC transporter ATP-binding protein
ELPEAMJN_00110	gene	633				
ELPEAMJN_00111	CDS	645				amino acid ABC transporter permease
